trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint,continuous_pickup,continuous_drop_off
3636,09:50:58,09:51:18,76,36,,0,0,39811.207,1,,
3636,09:53:23,09:53:43,75,37,,0,0,41007.938,1,,
3636,09:55:36,09:55:56,74,38,,0,0,42156.227,1,,
3636,09:57:52,09:58:12,73,39,,0,0,42810.051,1,,
3636,10:00:47,10:01:07,72,40,,0,0,44628.379,1,,
3637,08:30:22,08:30:42,121,0,,0,0,0.0,1,,
3637,08:33:44,08:34:04,120,1,,0,0,1715.498,1,,
3637,08:35:52,08:36:12,119,2,,0,0,2668.887,1,,
3637,08:38:12,08:38:32,118,3,,0,0,3755.067,1,,
3637,08:40:19,08:40:39,117,4,,0,0,4745.277,1,,
3637,08:42:39,08:42:59,116,5,,0,0,5813.003,1,,
3637,08:44:39,08:44:59,115,6,,0,0,6694.112,1,,
3637,08:46:43,08:47:03,114,7,,0,0,7634.336,1,,
3637,08:49:28,08:49:48,113,8,,0,0,9183.857,1,,
3637,08:52:43,08:53:03,112,9,,0,0,10528.73,1,,
3637,08:54:58,08:55:18,111,10,,0,0,11692.103,1,,
3637,08:57:18,08:57:38,110,11,,0,0,12744.2,1,,
3637,08:59:23,08:59:43,109,12,,0,0,13535.843,1,,
3637,09:02:00,09:02:20,108,13,,0,0,15101.026,1,,
3637,09:04:05,09:04:25,107,14,,0,0,16027.171,1,,
3637,09:06:19,09:06:39,106,15,,0,0,17060.197,1,,
3637,09:08:20,09:08:40,105,16,,0,0,17788.221,1,,
3637,09:10:22,09:10:42,104,17,,0,0,18853.855,1,,
3637,09:12:36,09:12:56,103,18,,0,0,19991.02,1,,
3637,09:14:41,09:15:01,102,19,,0,0,20963.088,1,,
3637,09:17:01,09:17:21,101,20,,0,0,21994.688,1,,
3637,09:19:20,09:19:40,100,21,,0,0,22747.76,1,,
3637,09:21:46,09:22:06,99,22,,0,0,23627.391,1,,
3637,09:24:23,09:24:43,98,23,,0,0,24918.307,1,,
3637,09:26:35,09:26:55,97,24,,0,0,27357.568,1,,
3637,09:28:53,09:29:13,96,25,,0,0,27725.34,1,,
3637,09:31:11,09:31:31,95,26,,0,0,28870.445,1,,
3637,09:33:24,09:33:44,94,27,,0,0,29712.666,1,,
3637,09:36:00,09:36:20,50,28,,0,0,31205.994,1,,
3637,09:38:50,09:39:10,93,29,,0,0,31817.354,1,,
3637,09:41:05,09:41:25,92,30,,0,0,32854.266,1,,
3637,09:43:25,09:43:45,91,31,,0,0,33744.758,1,,
3637,09:45:35,09:45:55,90,32,,0,0,34532.684,1,,
3637,09:48:49,09:49:09,89,33,,0,0,36386.496,1,,
3637,09:51:59,09:52:19,78,34,,0,0,37558.832,1,,
3637,09:54:19,09:54:39,77,35,,0,0,38936.508,1,,
3637,09:56:24,09:56:44,76,36,,0,0,39811.207,1,,
3637,09:58:49,09:59:09,75,37,,0,0,41007.938,1,,
3637,10:01:02,10:01:22,74,38,,0,0,42156.227,1,,
3637,10:03:18,10:03:38,73,39,,0,0,42810.051,1,,
3637,10:06:13,10:06:33,72,40,,0,0,44628.379,1,,
3638,08:35:48,08:36:08,121,0,,0,0,0.0,1,,
3638,08:39:10,08:39:30,120,1,,0,0,1715.498,1,,
3638,08:41:18,08:41:38,119,2,,0,0,2668.887,1,,
3638,08:43:38,08:43:58,118,3,,0,0,3755.067,1,,
3638,08:45:45,08:46:05,117,4,,0,0,4745.277,1,,
3638,08:48:05,08:48:25,116,5,,0,0,5813.003,1,,
3638,08:50:05,08:50:25,115,6,,0,0,6694.112,1,,
3638,08:52:09,08:52:29,114,7,,0,0,7634.336,1,,
3638,08:54:54,08:55:14,113,8,,0,0,9183.857,1,,
3638,08:58:09,08:58:29,112,9,,0,0,10528.73,1,,
3638,09:00:24,09:00:44,111,10,,0,0,11692.103,1,,
3638,09:02:44,09:03:04,110,11,,0,0,12744.2,1,,
3638,09:04:49,09:05:09,109,12,,0,0,13535.843,1,,
3638,09:07:26,09:07:46,108,13,,0,0,15101.026,1,,
3638,09:09:31,09:09:51,107,14,,0,0,16027.171,1,,
3638,09:11:45,09:12:05,106,15,,0,0,17060.197,1,,
3638,09:13:46,09:14:06,105,16,,0,0,17788.221,1,,
3638,09:15:48,09:16:08,104,17,,0,0,18853.855,1,,
3638,09:18:02,09:18:22,103,18,,0,0,19991.02,1,,
3638,09:20:07,09:20:27,102,19,,0,0,20963.088,1,,
3638,09:22:27,09:22:47,101,20,,0,0,21994.688,1,,
3638,09:24:46,09:25:06,100,21,,0,0,22747.76,1,,
3638,09:27:12,09:27:32,99,22,,0,0,23627.391,1,,
3638,09:29:49,09:30:09,98,23,,0,0,24918.307,1,,
3638,09:32:01,09:32:21,97,24,,0,0,27357.568,1,,
3638,09:34:19,09:34:39,96,25,,0,0,27725.34,1,,
3638,09:36:37,09:36:57,95,26,,0,0,28870.445,1,,
3638,09:38:50,09:39:10,94,27,,0,0,29712.666,1,,
3638,09:41:26,09:41:46,50,28,,0,0,31205.994,1,,
3638,09:44:16,09:44:36,93,29,,0,0,31817.354,1,,
3638,09:46:31,09:46:51,92,30,,0,0,32854.266,1,,
3638,09:48:51,09:49:11,91,31,,0,0,33744.758,1,,
3638,09:51:01,09:51:21,90,32,,0,0,34532.684,1,,
3638,09:54:15,09:54:35,89,33,,0,0,36386.496,1,,
3638,09:57:25,09:57:45,78,34,,0,0,37558.832,1,,
3638,09:59:45,10:00:05,77,35,,0,0,38936.508,1,,
3638,10:01:50,10:02:10,76,36,,0,0,39811.207,1,,
3638,10:04:15,10:04:35,75,37,,0,0,41007.938,1,,
3638,10:06:28,10:06:48,74,38,,0,0,42156.227,1,,
3638,10:08:44,10:09:04,73,39,,0,0,42810.051,1,,
3638,10:11:39,10:11:59,72,40,,0,0,44628.379,1,,
3639,08:41:14,08:41:34,121,0,,0,0,0.0,1,,
3639,08:44:36,08:44:56,120,1,,0,0,1715.498,1,,
3639,08:46:44,08:47:04,119,2,,0,0,2668.887,1,,
3639,08:49:04,08:49:24,118,3,,0,0,3755.067,1,,
3639,08:51:11,08:51:31,117,4,,0,0,4745.277,1,,
3639,08:53:31,08:53:51,116,5,,0,0,5813.003,1,,
3639,08:55:31,08:55:51,115,6,,0,0,6694.112,1,,
3639,08:57:35,08:57:55,114,7,,0,0,7634.336,1,,
3639,09:00:20,09:00:40,113,8,,0,0,9183.857,1,,
3639,09:03:35,09:03:55,112,9,,0,0,10528.73,1,,
3639,09:05:50,09:06:10,111,10,,0,0,11692.103,1,,
3639,09:08:10,09:08:30,110,11,,0,0,12744.2,1,,
3639,09:10:15,09:10:35,109,12,,0,0,13535.843,1,,
3639,09:12:52,09:13:12,108,13,,0,0,15101.026,1,,
3639,09:14:57,09:15:17,107,14,,0,0,16027.171,1,,
3639,09:17:11,09:17:31,106,15,,0,0,17060.197,1,,
3639,09:19:12,09:19:32,105,16,,0,0,17788.221,1,,
3639,09:21:14,09:21:34,104,17,,0,0,18853.855,1,,
3639,09:23:28,09:23:48,103,18,,0,0,19991.02,1,,
3639,09:25:33,09:25:53,102,19,,0,0,20963.088,1,,
3639,09:27:53,09:28:13,101,20,,0,0,21994.688,1,,
3639,09:30:12,09:30:32,100,21,,0,0,22747.76,1,,
3639,09:32:38,09:32:58,99,22,,0,0,23627.391,1,,
3639,09:35:15,09:35:35,98,23,,0,0,24918.307,1,,
3639,09:37:27,09:37:47,97,24,,0,0,27357.568,1,,
3639,09:39:45,09:40:05,96,25,,0,0,27725.34,1,,
3639,09:42:03,09:42:23,95,26,,0,0,28870.445,1,,
3639,09:44:16,09:44:36,94,27,,0,0,29712.666,1,,
3639,09:46:52,09:47:12,50,28,,0,0,31205.994,1,,
3639,09:49:42,09:50:02,93,29,,0,0,31817.354,1,,
3639,09:51:57,09:52:17,92,30,,0,0,32854.266,1,,
3639,09:54:17,09:54:37,91,31,,0,0,33744.758,1,,
3639,09:56:27,09:56:47,90,32,,0,0,34532.684,1,,
3639,09:59:41,10:00:01,89,33,,0,0,36386.496,1,,
3639,10:02:51,10:03:11,78,34,,0,0,37558.832,1,,
3639,10:05:11,10:05:31,77,35,,0,0,38936.508,1,,
3639,10:07:16,10:07:36,76,36,,0,0,39811.207,1,,
3639,10:09:41,10:10:01,75,37,,0,0,41007.938,1,,
3639,10:11:54,10:12:14,74,38,,0,0,42156.227,1,,
3639,10:14:10,10:14:30,73,39,,0,0,42810.051,1,,
3639,10:17:05,10:17:25,72,40,,0,0,44628.379,1,,
3640,08:46:40,08:47:00,121,0,,0,0,0.0,1,,
3640,08:50:02,08:50:22,120,1,,0,0,1715.498,1,,
3640,08:52:10,08:52:30,119,2,,0,0,2668.887,1,,
3640,08:54:30,08:54:50,118,3,,0,0,3755.067,1,,
3640,08:56:37,08:56:57,117,4,,0,0,4745.277,1,,
3640,08:58:57,08:59:17,116,5,,0,0,5813.003,1,,
3640,09:00:57,09:01:17,115,6,,0,0,6694.112,1,,
3640,09:03:01,09:03:21,114,7,,0,0,7634.336,1,,
3640,09:05:46,09:06:06,113,8,,0,0,9183.857,1,,
3640,09:09:01,09:09:21,112,9,,0,0,10528.73,1,,
3640,09:11:16,09:11:36,111,10,,0,0,11692.103,1,,
3640,09:13:36,09:13:56,110,11,,0,0,12744.2,1,,
3640,09:15:41,09:16:01,109,12,,0,0,13535.843,1,,
3640,09:18:18,09:18:38,108,13,,0,0,15101.026,1,,
3640,09:20:23,09:20:43,107,14,,0,0,16027.171,1,,
3640,09:22:37,09:22:57,106,15,,0,0,17060.197,1,,
3640,09:24:38,09:24:58,105,16,,0,0,17788.221,1,,
3640,09:26:40,09:27:00,104,17,,0,0,18853.855,1,,
3640,09:28:54,09:29:14,103,18,,0,0,19991.02,1,,
3640,09:30:59,09:31:19,102,19,,0,0,20963.088,1,,
3640,09:33:19,09:33:39,101,20,,0,0,21994.688,1,,
3640,09:35:38,09:35:58,100,21,,0,0,22747.76,1,,
3640,09:38:04,09:38:24,99,22,,0,0,23627.391,1,,
3640,09:40:41,09:41:01,98,23,,0,0,24918.307,1,,
3640,09:42:53,09:43:13,97,24,,0,0,27357.568,1,,
3640,09:45:11,09:45:31,96,25,,0,0,27725.34,1,,
3640,09:47:29,09:47:49,95,26,,0,0,28870.445,1,,
3640,09:49:42,09:50:02,94,27,,0,0,29712.666,1,,
3640,09:52:18,09:52:38,50,28,,0,0,31205.994,1,,
3640,09:55:08,09:55:28,93,29,,0,0,31817.354,1,,
3640,09:57:23,09:57:43,92,30,,0,0,32854.266,1,,
3640,09:59:43,10:00:03,91,31,,0,0,33744.758,1,,
3640,10:01:53,10:02:13,90,32,,0,0,34532.684,1,,
3640,10:05:07,10:05:27,89,33,,0,0,36386.496,1,,
3640,10:08:17,10:08:37,78,34,,0,0,37558.832,1,,
3640,10:10:37,10:10:57,77,35,,0,0,38936.508,1,,
3640,10:12:42,10:13:02,76,36,,0,0,39811.207,1,,
3640,10:15:07,10:15:27,75,37,,0,0,41007.938,1,,
3640,10:17:20,10:17:40,74,38,,0,0,42156.227,1,,
3640,10:19:36,10:19:56,73,39,,0,0,42810.051,1,,
3640,10:22:31,10:22:51,72,40,,0,0,44628.379,1,,
3641,08:52:06,08:52:26,121,0,,0,0,0.0,1,,
3641,08:55:28,08:55:48,120,1,,0,0,1715.498,1,,
3641,08:57:36,08:57:56,119,2,,0,0,2668.887,1,,
3641,08:59:56,09:00:16,118,3,,0,0,3755.067,1,,
3641,09:02:03,09:02:23,117,4,,0,0,4745.277,1,,
3641,09:04:23,09:04:43,116,5,,0,0,5813.003,1,,
3641,09:06:23,09:06:43,115,6,,0,0,6694.112,1,,
3641,09:08:27,09:08:47,114,7,,0,0,7634.336,1,,
3641,09:11:12,09:11:32,113,8,,0,0,9183.857,1,,
3641,09:14:27,09:14:47,112,9,,0,0,10528.73,1,,
3641,09:16:42,09:17:02,111,10,,0,0,11692.103,1,,
3641,09:19:02,09:19:22,110,11,,0,0,12744.2,1,,
3641,09:21:07,09:21:27,109,12,,0,0,13535.843,1,,
3641,09:23:44,09:24:04,108,13,,0,0,15101.026,1,,
3641,09:25:49,09:26:09,107,14,,0,0,16027.171,1,,
3641,09:28:03,09:28:23,106,15,,0,0,17060.197,1,,
3641,09:30:04,09:30:24,105,16,,0,0,17788.221,1,,
3641,09:32:06,09:32:26,104,17,,0,0,18853.855,1,,
3641,09:34:20,09:34:40,103,18,,0,0,19991.02,1,,
3641,09:36:25,09:36:45,102,19,,0,0,20963.088,1,,
3641,09:38:45,09:39:05,101,20,,0,0,21994.688,1,,
3641,09:41:04,09:41:24,100,21,,0,0,22747.76,1,,
3641,09:43:30,09:43:50,99,22,,0,0,23627.391,1,,
3641,09:46:07,09:46:27,98,23,,0,0,24918.307,1,,
3641,09:48:19,09:48:39,97,24,,0,0,27357.568,1,,
3641,09:50:37,09:50:57,96,25,,0,0,27725.34,1,,
3641,09:52:55,09:53:15,95,26,,0,0,28870.445,1,,
3641,09:55:08,09:55:28,94,27,,0,0,29712.666,1,,
3641,09:57:44,09:58:04,50,28,,0,0,31205.994,1,,
3641,10:00:34,10:00:54,93,29,,0,0,31817.354,1,,
3641,10:02:49,10:03:09,92,30,,0,0,32854.266,1,,
3641,10:05:09,10:05:29,91,31,,0,0,33744.758,1,,
3641,10:07:19,10:07:39,90,32,,0,0,34532.684,1,,
3641,10:10:33,10:10:53,89,33,,0,0,36386.496,1,,
3641,10:13:43,10:14:03,78,34,,0,0,37558.832,1,,
3641,10:16:03,10:16:23,77,35,,0,0,38936.508,1,,
3641,10:18:08,10:18:28,76,36,,0,0,39811.207,1,,
3641,10:20:33,10:20:53,75,37,,0,0,41007.938,1,,
3641,10:22:46,10:23:06,74,38,,0,0,42156.227,1,,
3641,10:25:02,10:25:22,73,39,,0,0,42810.051,1,,
3641,10:27:57,10:28:17,72,40,,0,0,44628.379,1,,
3642,08:57:32,08:57:52,121,0,,0,0,0.0,1,,
3642,09:00:54,09:01:14,120,1,,0,0,1715.498,1,,
3642,09:03:02,09:03:22,119,2,,0,0,2668.887,1,,
3642,09:05:22,09:05:42,118,3,,0,0,3755.067,1,,
3642,09:07:29,09:07:49,117,4,,0,0,4745.277,1,,
3642,09:09:49,09:10:09,116,5,,0,0,5813.003,1,,
3642,09:11:49,09:12:09,115,6,,0,0,6694.112,1,,
3642,09:13:53,09:14:13,114,7,,0,0,7634.336,1,,
3642,09:16:38,09:16:58,113,8,,0,0,9183.857,1,,
3642,09:19:53,09:20:13,112,9,,0,0,10528.73,1,,
3642,09:22:08,09:22:28,111,10,,0,0,11692.103,1,,
3642,09:24:28,09:24:48,110,11,,0,0,12744.2,1,,
3642,09:26:33,09:26:53,109,12,,0,0,13535.843,1,,
3642,09:29:10,09:29:30,108,13,,0,0,15101.026,1,,
3642,09:31:15,09:31:35,107,14,,0,0,16027.171,1,,
3642,09:33:29,09:33:49,106,15,,0,0,17060.197,1,,
3642,09:35:30,09:35:50,105,16,,0,0,17788.221,1,,
3642,09:37:32,09:37:52,104,17,,0,0,18853.855,1,,
3642,09:39:46,09:40:06,103,18,,0,0,19991.02,1,,
3642,09:41:51,09:42:11,102,19,,0,0,20963.088,1,,
3642,09:44:11,09:44:31,101,20,,0,0,21994.688,1,,
3642,09:46:30,09:46:50,100,21,,0,0,22747.76,1,,
3642,09:48:56,09:49:16,99,22,,0,0,23627.391,1,,
3642,09:51:33,09:51:53,98,23,,0,0,24918.307,1,,
3642,09:53:45,09:54:05,97,24,,0,0,27357.568,1,,
3642,09:56:03,09:56:23,96,25,,0,0,27725.34,1,,
3642,09:58:21,09:58:41,95,26,,0,0,28870.445,1,,
3642,10:00:34,10:00:54,94,27,,0,0,29712.666,1,,
3642,10:03:10,10:03:30,50,28,,0,0,31205.994,1,,
3642,10:06:00,10:06:20,93,29,,0,0,31817.354,1,,
3642,10:08:15,10:08:35,92,30,,0,0,32854.266,1,,
3642,10:10:35,10:10:55,91,31,,0,0,33744.758,1,,
3642,10:12:45,10:13:05,90,32,,0,0,34532.684,1,,
3642,10:15:59,10:16:19,89,33,,0,0,36386.496,1,,
3642,10:19:09,10:19:29,78,34,,0,0,37558.832,1,,
3642,10:21:29,10:21:49,77,35,,0,0,38936.508,1,,
3642,10:23:34,10:23:54,76,36,,0,0,39811.207,1,,
3642,10:25:59,10:26:19,75,37,,0,0,41007.938,1,,
3642,10:28:12,10:28:32,74,38,,0,0,42156.227,1,,
3642,10:30:28,10:30:48,73,39,,0,0,42810.051,1,,
3642,10:33:23,10:33:43,72,40,,0,0,44628.379,1,,
3643,09:02:58,09:03:18,121,0,,0,0,0.0,1,,
3643,09:06:20,09:06:40,120,1,,0,0,1715.498,1,,
3643,09:08:28,09:08:48,119,2,,0,0,2668.887,1,,
3643,09:10:48,09:11:08,118,3,,0,0,3755.067,1,,
3643,09:12:55,09:13:15,117,4,,0,0,4745.277,1,,
3643,09:15:15,09:15:35,116,5,,0,0,5813.003,1,,
3643,09:17:15,09:17:35,115,6,,0,0,6694.112,1,,
3643,09:19:19,09:19:39,114,7,,0,0,7634.336,1,,
3643,09:22:04,09:22:24,113,8,,0,0,9183.857,1,,
3643,09:25:19,09:25:39,112,9,,0,0,10528.73,1,,
3643,09:27:34,09:27:54,111,10,,0,0,11692.103,1,,
3643,09:29:54,09:30:14,110,11,,0,0,12744.2,1,,
3643,09:31:59,09:32:19,109,12,,0,0,13535.843,1,,
3643,09:34:36,09:34:56,108,13,,0,0,15101.026,1,,
3643,09:36:41,09:37:01,107,14,,0,0,16027.171,1,,
3643,09:38:55,09:39:15,106,15,,0,0,17060.197,1,,
3643,09:40:56,09:41:16,105,16,,0,0,17788.221,1,,
3643,09:42:58,09:43:18,104,17,,0,0,18853.855,1,,
3643,09:45:12,09:45:32,103,18,,0,0,19991.02,1,,
3643,09:47:17,09:47:37,102,19,,0,0,20963.088,1,,
3643,09:49:37,09:49:57,101,20,,0,0,21994.688,1,,
3643,09:51:56,09:52:16,100,21,,0,0,22747.76,1,,
3643,09:54:22,09:54:42,99,22,,0,0,23627.391,1,,
3643,09:56:59,09:57:19,98,23,,0,0,24918.307,1,,
3643,09:59:11,09:59:31,97,24,,0,0,27357.568,1,,
3643,10:01:29,10:01:49,96,25,,0,0,27725.34,1,,
3643,10:03:47,10:04:07,95,26,,0,0,28870.445,1,,
3643,10:06:00,10:06:20,94,27,,0,0,29712.666,1,,
3643,10:08:36,10:08:56,50,28,,0,0,31205.994,1,,
3643,10:11:26,10:11:46,93,29,,0,0,31817.354,1,,
3643,10:13:41,10:14:01,92,30,,0,0,32854.266,1,,
3643,10:16:01,10:16:21,91,31,,0,0,33744.758,1,,
3643,10:18:11,10:18:31,90,32,,0,0,34532.684,1,,
3643,10:21:25,10:21:45,89,33,,0,0,36386.496,1,,
3643,10:24:35,10:24:55,78,34,,0,0,37558.832,1,,
3643,10:26:55,10:27:15,77,35,,0,0,38936.508,1,,
3643,10:29:00,10:29:20,76,36,,0,0,39811.207,1,,
3643,10:31:25,10:31:45,75,37,,0,0,41007.938,1,,
3643,10:33:38,10:33:58,74,38,,0,0,42156.227,1,,
3643,10:35:54,10:36:14,73,39,,0,0,42810.051,1,,
3643,10:38:49,10:39:09,72,40,,0,0,44628.379,1,,
3644,09:08:24,09:08:44,121,0,,0,0,0.0,1,,
3644,09:11:46,09:12:06,120,1,,0,0,1715.498,1,,
3644,09:13:54,09:14:14,119,2,,0,0,2668.887,1,,
3644,09:16:14,09:16:34,118,3,,0,0,3755.067,1,,
3644,09:18:21,09:18:41,117,4,,0,0,4745.277,1,,
3644,09:20:41,09:21:01,116,5,,0,0,5813.003,1,,
3644,09:22:41,09:23:01,115,6,,0,0,6694.112,1,,
3644,09:24:45,09:25:05,114,7,,0,0,7634.336,1,,
3644,09:27:30,09:27:50,113,8,,0,0,9183.857,1,,
3644,09:30:45,09:31:05,112,9,,0,0,10528.73,1,,
3644,09:33:00,09:33:20,111,10,,0,0,11692.103,1,,
3644,09:35:20,09:35:40,110,11,,0,0,12744.2,1,,
3644,09:37:25,09:37:45,109,12,,0,0,13535.843,1,,
3644,09:40:02,09:40:22,108,13,,0,0,15101.026,1,,
3644,09:42:07,09:42:27,107,14,,0,0,16027.171,1,,
3644,09:44:21,09:44:41,106,15,,0,0,17060.197,1,,
3644,09:46:22,09:46:42,105,16,,0,0,17788.221,1,,
3644,09:48:24,09:48:44,104,17,,0,0,18853.855,1,,
3644,09:50:38,09:50:58,103,18,,0,0,19991.02,1,,
3644,09:52:43,09:53:03,102,19,,0,0,20963.088,1,,
3644,09:55:03,09:55:23,101,20,,0,0,21994.688,1,,
3644,09:57:22,09:57:42,100,21,,0,0,22747.76,1,,
3644,09:59:48,10:00:08,99,22,,0,0,23627.391,1,,
3644,10:02:25,10:02:45,98,23,,0,0,24918.307,1,,
3644,10:04:37,10:04:57,97,24,,0,0,27357.568,1,,
3644,10:06:55,10:07:15,96,25,,0,0,27725.34,1,,
3644,10:09:13,10:09:33,95,26,,0,0,28870.445,1,,
3644,10:11:26,10:11:46,94,27,,0,0,29712.666,1,,
3644,10:14:02,10:14:22,50,28,,0,0,31205.994,1,,
3644,10:16:52,10:17:12,93,29,,0,0,31817.354,1,,
3644,10:19:07,10:19:27,92,30,,0,0,32854.266,1,,
3644,10:21:27,10:21:47,91,31,,0,0,33744.758,1,,
3644,10:23:37,10:23:57,90,32,,0,0,34532.684,1,,
3644,10:26:51,10:27:11,89,33,,0,0,36386.496,1,,
3644,10:30:01,10:30:21,78,34,,0,0,37558.832,1,,
3644,10:32:21,10:32:41,77,35,,0,0,38936.508,1,,
3644,10:34:26,10:34:46,76,36,,0,0,39811.207,1,,
3644,10:36:51,10:37:11,75,37,,0,0,41007.938,1,,
3644,10:39:04,10:39:24,74,38,,0,0,42156.227,1,,
3644,10:41:20,10:41:40,73,39,,0,0,42810.051,1,,
3644,10:44:15,10:44:35,72,40,,0,0,44628.379,1,,
3645,09:13:50,09:14:10,121,0,,0,0,0.0,1,,
3645,09:17:12,09:17:32,120,1,,0,0,1715.498,1,,
3645,09:19:20,09:19:40,119,2,,0,0,2668.887,1,,
3645,09:21:40,09:22:00,118,3,,0,0,3755.067,1,,
3645,09:23:47,09:24:07,117,4,,0,0,4745.277,1,,
3645,09:26:07,09:26:27,116,5,,0,0,5813.003,1,,
3645,09:28:07,09:28:27,115,6,,0,0,6694.112,1,,
3645,09:30:11,09:30:31,114,7,,0,0,7634.336,1,,
3645,09:32:56,09:33:16,113,8,,0,0,9183.857,1,,
3645,09:36:11,09:36:31,112,9,,0,0,10528.73,1,,
3645,09:38:26,09:38:46,111,10,,0,0,11692.103,1,,
3645,09:40:46,09:41:06,110,11,,0,0,12744.2,1,,
3645,09:42:51,09:43:11,109,12,,0,0,13535.843,1,,
3645,09:45:28,09:45:48,108,13,,0,0,15101.026,1,,
3645,09:47:33,09:47:53,107,14,,0,0,16027.171,1,,
3645,09:49:47,09:50:07,106,15,,0,0,17060.197,1,,
3645,09:51:48,09:52:08,105,16,,0,0,17788.221,1,,
3645,09:53:50,09:54:10,104,17,,0,0,18853.855,1,,
3645,09:56:04,09:56:24,103,18,,0,0,19991.02,1,,
3645,09:58:09,09:58:29,102,19,,0,0,20963.088,1,,
3645,10:00:29,10:00:49,101,20,,0,0,21994.688,1,,
3645,10:02:48,10:03:08,100,21,,0,0,22747.76,1,,
3645,10:05:14,10:05:34,99,22,,0,0,23627.391,1,,
3645,10:07:51,10:08:11,98,23,,0,0,24918.307,1,,
3645,10:10:03,10:10:23,97,24,,0,0,27357.568,1,,
3645,10:12:21,10:12:41,96,25,,0,0,27725.34,1,,
3645,10:14:39,10:14:59,95,26,,0,0,28870.445,1,,
3645,10:16:52,10:17:12,94,27,,0,0,29712.666,1,,
3645,10:19:28,10:19:48,50,28,,0,0,31205.994,1,,
3645,10:22:18,10:22:38,93,29,,0,0,31817.354,1,,
3645,10:24:33,10:24:53,92,30,,0,0,32854.266,1,,
3645,10:26:53,10:27:13,91,31,,0,0,33744.758,1,,
3645,10:29:03,10:29:23,90,32,,0,0,34532.684,1,,
3645,10:32:17,10:32:37,89,33,,0,0,36386.496,1,,
3645,10:35:27,10:35:47,78,34,,0,0,37558.832,1,,
3645,10:37:47,10:38:07,77,35,,0,0,38936.508,1,,
3645,10:39:52,10:40:12,76,36,,0,0,39811.207,1,,
3645,10:42:17,10:42:37,75,37,,0,0,41007.938,1,,
3645,10:44:30,10:44:50,74,38,,0,0,42156.227,1,,
3645,10:46:46,10:47:06,73,39,,0,0,42810.051,1,,
3645,10:49:41,10:50:01,72,40,,0,0,44628.379,1,,
3646,09:19:16,09:19:36,121,0,,0,0,0.0,1,,
3646,09:22:38,09:22:58,120,1,,0,0,1715.498,1,,
3646,09:24:46,09:25:06,119,2,,0,0,2668.887,1,,
3646,09:27:06,09:27:26,118,3,,0,0,3755.067,1,,
3646,09:29:13,09:29:33,117,4,,0,0,4745.277,1,,
3646,09:31:33,09:31:53,116,5,,0,0,5813.003,1,,
3646,09:33:33,09:33:53,115,6,,0,0,6694.112,1,,
3646,09:35:37,09:35:57,114,7,,0,0,7634.336,1,,
3646,09:38:22,09:38:42,113,8,,0,0,9183.857,1,,
3646,09:41:37,09:41:57,112,9,,0,0,10528.73,1,,
3646,09:43:52,09:44:12,111,10,,0,0,11692.103,1,,
3646,09:46:12,09:46:32,110,11,,0,0,12744.2,1,,
3646,09:48:17,09:48:37,109,12,,0,0,13535.843,1,,
3646,09:50:54,09:51:14,108,13,,0,0,15101.026,1,,
3646,09:52:59,09:53:19,107,14,,0,0,16027.171,1,,
3646,09:55:13,09:55:33,106,15,,0,0,17060.197,1,,
3646,09:57:14,09:57:34,105,16,,0,0,17788.221,1,,
3646,09:59:16,09:59:36,104,17,,0,0,18853.855,1,,
3646,10:01:30,10:01:50,103,18,,0,0,19991.02,1,,
3646,10:03:35,10:03:55,102,19,,0,0,20963.088,1,,
3646,10:05:55,10:06:15,101,20,,0,0,21994.688,1,,
3646,10:08:14,10:08:34,100,21,,0,0,22747.76,1,,
3646,10:10:40,10:11:00,99,22,,0,0,23627.391,1,,
3646,10:13:17,10:13:37,98,23,,0,0,24918.307,1,,
3646,10:15:29,10:15:49,97,24,,0,0,27357.568,1,,
3646,10:17:47,10:18:07,96,25,,0,0,27725.34,1,,
3646,10:20:05,10:20:25,95,26,,0,0,28870.445,1,,
3646,10:22:18,10:22:38,94,27,,0,0,29712.666,1,,
3646,10:24:54,10:25:14,50,28,,0,0,31205.994,1,,
3646,10:27:44,10:28:04,93,29,,0,0,31817.354,1,,
3646,10:29:59,10:30:19,92,30,,0,0,32854.266,1,,
3646,10:32:19,10:32:39,91,31,,0,0,33744.758,1,,
3646,10:34:29,10:34:49,90,32,,0,0,34532.684,1,,
3646,10:37:43,10:38:03,89,33,,0,0,36386.496,1,,
3646,10:40:53,10:41:13,78,34,,0,0,37558.832,1,,
3646,10:43:13,10:43:33,77,35,,0,0,38936.508,1,,
3646,10:45:18,10:45:38,76,36,,0,0,39811.207,1,,
3646,10:47:43,10:48:03,75,37,,0,0,41007.938,1,,
3646,10:49:56,10:50:16,74,38,,0,0,42156.227,1,,
3646,10:52:12,10:52:32,73,39,,0,0,42810.051,1,,
3646,10:55:07,10:55:27,72,40,,0,0,44628.379,1,,
3647,09:24:42,09:25:02,121,0,,0,0,0.0,1,,
3647,09:28:04,09:28:24,120,1,,0,0,1715.498,1,,
3647,09:30:12,09:30:32,119,2,,0,0,2668.887,1,,
3647,09:32:32,09:32:52,118,3,,0,0,3755.067,1,,
3647,09:34:39,09:34:59,117,4,,0,0,4745.277,1,,
3647,09:36:59,09:37:19,116,5,,0,0,5813.003,1,,
3647,09:38:59,09:39:19,115,6,,0,0,6694.112,1,,
